timestamp,symbol,open,high,low,close,volume
2026-03-09 15:15:00+00:00,XOM,152.68,152.7,151.83,151.83,53522
2026-03-09 15:15:00+00:00,GLD,467.62,468.54,466.96,468.5,2452
2026-03-09 15:30:00+00:00,JPM,283.99,284.035,283.06,283.215,6224
2026-03-09 15:30:00+00:00,JNJ,242.175,242.28,241.925,241.935,3985
2026-03-09 15:30:00+00:00,XOM,151.94,152.565,151.87,152.05,22933
2026-03-09 15:30:00+00:00,AAPL,257.73,257.91,257.155,257.4,47849
2026-03-09 15:30:00+00:00,PFE,26.66,26.67,26.55,26.59,82848
2026-03-09 15:30:00+00:00,NVDA,179.16,179.25,178.8,178.885,158291
2026-03-09 15:30:00+00:00,AMZN,210.54,210.69,210.02,210.02,99822
2026-03-09 15:30:00+00:00,MSFT,408.565,408.935,408.085,408.7,22379
2026-03-09 15:30:00+00:00,GLD,468.47,468.72,467.97,467.97,2858
2026-03-09 15:30:00+00:00,SPY,669.64,669.73,668.39,668.53,40055
2026-03-09 15:45:00+00:00,NVDA,178.87,180.12,178.83,179.73,215737
2026-03-09 15:45:00+00:00,JNJ,242.025,242.465,242.025,242.15,2847
2026-03-09 15:45:00+00:00,GLD,468.1,468.66,468.1,468.56,1539
2026-03-09 15:45:00+00:00,SPY,668.52,669.85,668.38,669.45,40380
2026-03-09 15:45:00+00:00,XOM,152.085,152.47,151.71,151.97,43710
2026-03-09 15:45:00+00:00,PFE,26.58,26.635,26.57,26.605,143960
2026-03-09 15:45:00+00:00,AAPL,257.4,258.17,257.315,257.46,57852
2026-03-09 15:45:00+00:00,MSFT,408.61,408.9,407.8,408.24,22419
2026-03-09 15:45:00+00:00,AMZN,210.02,210.425,210.0,210.1,72348
2026-03-09 15:45:00+00:00,JPM,283.4,283.99,283.23,283.84,7105
2026-03-09 16:00:00+00:00,XOM,151.93,152.28,151.74,151.74,29295
2026-03-09 16:00:00+00:00,NVDA,179.73,180.07,179.565,179.66,115159
2026-03-09 16:00:00+00:00,JNJ,242.21,242.42,242.17,242.42,3832
2026-03-09 16:00:00+00:00,SPY,669.47,670.24,669.245,669.895,50345
2026-03-09 16:00:00+00:00,AAPL,257.37,258.08,257.175,257.74,39527
2026-03-09 16:00:00+00:00,GLD,468.62,469.42,468.37,468.84,2786
2026-03-09 16:00:00+00:00,MSFT,408.16,408.66,407.53,407.655,32495
2026-03-09 16:00:00+00:00,PFE,26.605,26.63,26.57,26.59,66950
2026-03-09 16:00:00+00:00,AMZN,210.11,210.27,209.84,210.21,63662
2026-03-09 16:00:00+00:00,JPM,283.77,284.22,283.5,284.14,7012
2026-03-09 16:15:00+00:00,GLD,468.835,469.01,468.1,469.01,4457
2026-03-09 16:15:00+00:00,MSFT,407.63,408.21,406.84,406.87,30413
2026-03-09 16:15:00+00:00,XOM,151.74,151.81,151.17,151.545,28372
2026-03-09 16:15:00+00:00,PFE,26.59,26.655,26.58,26.655,71029
2026-03-09 16:15:00+00:00,JNJ,242.215,243.12,242.19,242.86,3874
2026-03-09 16:15:00+00:00,NVDA,179.665,180.625,179.6,180.46,141600
2026-03-09 16:15:00+00:00,AAPL,257.695,258.27,257.33,257.56,33249
2026-03-09 16:15:00+00:00,SPY,669.92,671.56,669.27,670.89,42613
2026-03-09 16:15:00+00:00,AMZN,210.09,210.75,209.845,210.15,79174
2026-03-09 16:15:00+00:00,JPM,284.095,285.16,283.67,284.87,8788
2026-03-09 16:30:00+00:00,MSFT,406.93,407.74,406.0,407.25,13305
2026-03-09 16:30:00+00:00,SPY,670.93,671.925,669.91,671.82,51342
2026-03-09 16:30:00+00:00,XOM,151.63,151.92,151.47,151.73,17272
2026-03-09 16:30:00+00:00,AAPL,257.61,257.965,257.205,257.755,16122
2026-03-09 16:30:00+00:00,NVDA,180.49,180.9,180.09,180.56,152205
2026-03-09 16:30:00+00:00,GLD,468.98,469.48,468.78,469.3,3765
2026-03-09 16:30:00+00:00,JNJ,242.835,242.905,242.48,242.905,5500
2026-03-09 16:30:00+00:00,AMZN,210.18,210.44,209.41,210.25,79498
2026-03-09 16:30:00+00:00,PFE,26.655,26.7,26.62,26.7,46817
2026-03-09 16:30:00+00:00,JPM,284.83,285.27,284.305,285.25,8935
2026-03-09 16:45:00+00:00,GLD,469.26,469.27,468.91,469.12,2818
2026-03-09 16:45:00+00:00,PFE,26.7,26.72,26.605,26.615,36787
2026-03-09 16:45:00+00:00,JPM,285.23,285.58,284.98,285.0,7400
2026-03-09 16:45:00+00:00,AMZN,210.245,210.41,209.79,209.805,85399
2026-03-09 16:45:00+00:00,NVDA,180.55,180.72,180.05,180.14,112163
2026-03-09 16:45:00+00:00,JNJ,242.96,243.16,242.7,242.7,1945
2026-03-09 16:45:00+00:00,MSFT,407.17,407.77,406.935,407.155,11405
2026-03-09 16:45:00+00:00,XOM,151.725,151.74,151.34,151.7,17699
2026-03-09 16:45:00+00:00,AAPL,257.73,258.07,257.55,257.7,26630
2026-03-09 16:45:00+00:00,SPY,671.9,672.25,671.2,671.25,57709
2026-03-09 17:00:00+00:00,JPM,285.0,285.04,284.605,284.715,6156
2026-03-09 17:00:00+00:00,XOM,151.66,151.98,151.21,151.67,47057
2026-03-09 17:00:00+00:00,PFE,26.615,26.625,26.585,26.615,64638
2026-03-09 17:00:00+00:00,JNJ,242.43,242.77,242.4,242.77,6032
2026-03-09 17:00:00+00:00,GLD,468.98,469.04,468.4,468.4,1871
2026-03-09 17:00:00+00:00,NVDA,180.095,180.15,179.62,179.93,144746
2026-03-09 17:00:00+00:00,AMZN,209.8,210.48,209.6,210.34,108409
2026-03-09 17:00:00+00:00,MSFT,407.185,407.185,406.54,406.9,10445
2026-03-09 17:00:00+00:00,SPY,671.18,671.21,670.345,670.71,52491
2026-03-09 17:00:00+00:00,AAPL,257.7,257.735,257.23,257.23,27052
2026-03-09 17:15:00+00:00,PFE,26.62,26.63,26.58,26.6,68660
2026-03-09 17:15:00+00:00,AMZN,210.315,210.36,209.18,209.59,56933
2026-03-09 17:15:00+00:00,JNJ,242.73,242.81,242.38,242.455,8155
2026-03-09 17:15:00+00:00,MSFT,406.925,407.015,405.075,405.16,8716
2026-03-09 17:15:00+00:00,AAPL,257.25,257.33,256.54,256.66,29498
2026-03-09 17:15:00+00:00,GLD,468.58,468.67,467.77,468.16,4354
2026-03-09 17:15:00+00:00,JPM,284.845,285.73,284.83,284.93,6512
2026-03-09 17:15:00+00:00,SPY,670.68,670.71,668.73,668.9,62748
2026-03-09 17:15:00+00:00,NVDA,179.93,179.93,179.2,179.4,127900
2026-03-09 17:15:00+00:00,XOM,151.615,151.66,150.96,151.285,24169
2026-03-09 17:30:00+00:00,MSFT,405.15,405.265,404.49,404.65,18391
2026-03-09 17:30:00+00:00,JNJ,242.415,242.59,242.4,242.565,3657
2026-03-09 17:30:00+00:00,NVDA,179.42,179.66,179.02,179.15,108114
2026-03-09 17:30:00+00:00,AMZN,209.58,209.67,208.83,209.06,54601
2026-03-09 17:30:00+00:00,AAPL,256.635,256.74,255.99,256.3,29909
2026-03-09 17:30:00+00:00,GLD,468.13,468.245,467.62,467.82,3601
2026-03-09 17:30:00+00:00,SPY,668.875,669.09,668.11,668.24,41794
2026-03-09 17:30:00+00:00,PFE,26.6,26.645,26.59,26.6,59482
2026-03-09 17:30:00+00:00,JPM,284.935,285.08,284.49,284.65,5945
2026-03-09 17:30:00+00:00,XOM,151.38,151.59,151.1,151.46,24283
2026-03-09 17:45:00+00:00,PFE,26.605,26.605,26.475,26.49,112864
2026-03-09 17:45:00+00:00,XOM,151.52,151.89,151.52,151.885,22834
2026-03-09 17:45:00+00:00,NVDA,179.185,179.685,179.17,179.65,60284
2026-03-09 17:45:00+00:00,MSFT,404.85,405.32,404.7,404.91,9826
2026-03-09 17:45:00+00:00,JPM,284.705,285.605,284.515,285.41,10535
2026-03-09 17:45:00+00:00,JNJ,242.57,242.57,241.52,241.52,3707
2026-03-09 17:45:00+00:00,SPY,668.24,669.3,668.24,668.81,33997
2026-03-09 17:45:00+00:00,AAPL,256.31,256.45,256.065,256.13,42659
2026-03-09 17:45:00+00:00,AMZN,209.02,209.58,209.02,209.42,50619
2026-03-09 17:45:00+00:00,GLD,467.83,468.52,467.83,468.33,4086
2026-03-09 18:00:00+00:00,SPY,668.92,669.77,668.92,669.51,50582
2026-03-09 18:00:00+00:00,AMZN,209.42,209.91,209.36,209.515,71469
2026-03-09 18:00:00+00:00,XOM,151.87,151.87,151.26,151.26,21895
2026-03-09 18:00:00+00:00,GLD,468.15,468.35,467.87,468.3,2786
2026-03-09 18:00:00+00:00,JPM,285.38,285.77,284.96,285.02,8280
2026-03-09 18:00:00+00:00,NVDA,179.655,180.035,179.655,179.93,92651
2026-03-09 18:00:00+00:00,PFE,26.505,26.615,26.48,26.605,61617
2026-03-09 18:00:00+00:00,AAPL,256.13,256.87,256.13,256.815,23541
2026-03-09 18:00:00+00:00,MSFT,404.88,405.455,404.69,405.03,21485
2026-03-09 18:00:00+00:00,JNJ,241.44,242.015,241.29,242.015,3451
2026-03-09 18:15:00+00:00,JNJ,241.875,242.33,241.84,241.86,3890
2026-03-09 18:15:00+00:00,PFE,26.605,26.675,26.585,26.59,50953
2026-03-09 18:15:00+00:00,AMZN,209.53,209.76,209.15,209.36,69205
2026-03-09 18:15:00+00:00,AAPL,256.8,257.36,256.8,257.17,20738
2026-03-09 18:15:00+00:00,GLD,468.29,469.17,468.29,469.02,3269
2026-03-09 18:15:00+00:00,NVDA,179.945,180.22,179.83,179.915,79088
2026-03-09 18:15:00+00:00,SPY,669.59,670.84,669.42,670.1,51718
2026-03-09 18:15:00+00:00,JPM,284.94,285.65,284.76,285.02,13269
2026-03-09 18:15:00+00:00,XOM,151.27,151.98,151.19,151.88,17970
2026-03-09 18:15:00+00:00,MSFT,404.99,405.345,404.765,404.95,19499
2026-03-09 18:30:00+00:00,MSFT,405.07,405.99,405.07,405.325,11526
2026-03-09 18:30:00+00:00,NVDA,179.89,180.45,179.81,180.235,94866
2026-03-09 18:30:00+00:00,AAPL,257.12,257.76,256.65,257.52,34124
2026-03-09 18:30:00+00:00,PFE,26.59,26.645,26.58,26.63,37668
2026-03-09 18:30:00+00:00,GLD,469.08,470.485,469.08,470.26,5983
2026-03-09 18:30:00+00:00,XOM,151.89,152.2,151.79,152.02,38221
2026-03-09 18:30:00+00:00,JPM,284.93,285.71,284.81,285.62,11495
2026-03-09 18:30:00+00:00,SPY,670.01,671.26,670.01,670.84,50607
2026-03-09 18:30:00+00:00,AMZN,209.335,210.07,209.335,209.805,70013
2026-03-09 18:30:00+00:00,JNJ,241.86,241.97,241.76,241.92,4196
2026-03-09 18:45:00+00:00,MSFT,405.33,405.66,404.885,404.92,8797
2026-03-09 18:45:00+00:00,JPM,285.56,285.7,283.755,284.11,10107
2026-03-09 18:45:00+00:00,PFE,26.645,26.7,26.6,26.625,89856
2026-03-09 18:45:00+00:00,SPY,670.83,671.24,669.99,670.03,46822
2026-03-09 18:45:00+00:00,JNJ,242.31,242.655,242.3,242.44,4010
2026-03-09 18:45:00+00:00,GLD,470.14,471.03,469.97,470.73,4744
2026-03-09 18:45:00+00:00,XOM,152.03,152.21,151.92,151.93,34224
2026-03-09 18:45:00+00:00,AAPL,257.495,257.78,257.41,257.41,16272
2026-03-09 18:45:00+00:00,NVDA,180.2,180.405,179.315,179.34,100123
2026-03-09 18:45:00+00:00,AMZN,209.78,209.98,209.22,209.34,70859
2026-03-09 19:00:00+00:00,SPY,670.14,670.725,669.92,670.4,44171
2026-03-09 19:00:00+00:00,GLD,470.86,471.34,470.31,470.57,8467
2026-03-09 19:00:00+00:00,AMZN,209.29,209.48,209.0,209.27,60827
2026-03-09 19:00:00+00:00,NVDA,179.335,180.215,179.29,179.805,157496
2026-03-09 19:00:00+00:00,MSFT,404.98,405.15,404.43,404.86,10994
2026-03-09 19:00:00+00:00,XOM,151.99,152.1,151.725,151.725,36760
2026-03-09 19:00:00+00:00,JNJ,242.47,242.92,242.43,242.65,6126
2026-03-09 19:00:00+00:00,AAPL,257.36,257.57,257.04,257.185,23550
2026-03-09 19:00:00+00:00,PFE,26.635,26.655,26.585,26.595,52725
2026-03-09 19:00:00+00:00,JPM,284.16,285.56,284.04,285.56,9230
2026-03-09 19:15:00+00:00,GLD,470.59,472.56,470.36,472.26,16335
2026-03-09 19:15:00+00:00,MSFT,404.905,407.895,404.74,407.895,22354
2026-03-09 19:15:00+00:00,AAPL,257.195,259.54,257.16,259.52,63613
2026-03-09 19:15:00+00:00,NVDA,179.815,182.05,179.71,182.03,221240
2026-03-09 19:15:00+00:00,SPY,670.42,677.485,670.34,677.38,231839
2026-03-09 19:15:00+00:00,XOM,151.77,152.02,150.89,151.18,102606
2026-03-09 19:15:00+00:00,AMZN,209.215,212.67,209.215,212.66,126235
2026-03-09 19:15:00+00:00,JNJ,242.67,243.605,242.42,243.605,9925
2026-03-09 19:15:00+00:00,JPM,285.56,289.775,285.51,289.775,17038
2026-03-09 19:15:00+00:00,PFE,26.595,26.785,26.575,26.78,161377
2026-03-09 19:30:00+00:00,AAPL,259.46,261.14,259.06,260.075,80877
2026-03-09 19:30:00+00:00,AMZN,212.65,213.8,212.47,213.19,155800
2026-03-09 19:30:00+00:00,GLD,472.08,472.18,471.0,471.82,12577
2026-03-09 19:30:00+00:00,PFE,26.785,26.87,26.76,26.805,152535
2026-03-09 19:30:00+00:00,XOM,151.195,151.22,149.48,150.0,102622
2026-03-09 19:30:00+00:00,MSFT,407.85,409.51,406.85,408.79,33400
2026-03-09 19:30:00+00:00,NVDA,181.985,182.88,181.48,181.875,267426
2026-03-09 19:30:00+00:00,JNJ,243.3,244.06,243.16,243.54,15022
2026-03-09 19:30:00+00:00,SPY,677.37,679.88,675.91,678.04,174151
2026-03-09 19:30:00+00:00,JPM,289.775,291.08,288.74,289.92,25353
2026-03-09 19:45:00+00:00,MSFT,408.685,410.185,408.57,409.39,57391
2026-03-09 19:45:00+00:00,XOM,149.99,150.51,149.52,150.33,155272
2026-03-09 19:45:00+00:00,AMZN,213.05,213.8,212.83,213.495,188089
2026-03-09 19:45:00+00:00,JNJ,243.43,243.695,242.17,242.5,29653
2026-03-09 19:45:00+00:00,AAPL,259.98,260.31,259.52,259.89,109200
2026-03-09 19:45:00+00:00,GLD,471.86,472.66,471.305,472.46,12865
2026-03-09 19:45:00+00:00,PFE,26.8,26.82,26.72,26.81,299645
2026-03-09 19:45:00+00:00,SPY,677.88,678.76,676.86,678.3,219343
2026-03-09 19:45:00+00:00,NVDA,181.79,182.82,181.545,182.65,341177
2026-03-09 19:45:00+00:00,JPM,289.795,290.41,289.49,289.935,59352
2026-03-09 20:00:00+00:00,AAPL,260.03,260.03,260.03,260.03,160
2026-03-09 20:00:00+00:00,GLD,472.76,472.76,472.25,472.25,287
2026-03-09 20:00:00+00:00,SPY,677.67,677.82,677.67,677.82,327
2026-03-09 20:00:00+00:00,NVDA,182.33,182.33,182.12,182.12,454
2026-03-09 20:15:00+00:00,SPY,677.03,677.03,676.68,676.68,320
2026-03-09 20:15:00+00:00,GLD,472.14,472.14,472.14,472.14,80
2026-03-09 20:30:00+00:00,SPY,677.1,677.1,677.07,677.07,323
2026-03-09 20:45:00+00:00,SPY,677.4,677.64,677.4,677.64,124
2026-03-10 12:00:00+00:00,SPY,676.77,676.77,675.53,675.53,1252
2026-03-10 12:00:00+00:00,NVDA,182.0,182.0,181.72,181.72,803
2026-03-10 12:00:00+00:00,GLD,475.25,475.25,474.81,475.01,210
2026-03-10 12:00:00+00:00,PFE,26.76,26.76,26.69,26.74,1201
2026-03-10 12:15:00+00:00,SPY,675.95,676.21,675.95,676.21,345
2026-03-10 12:15:00+00:00,PFE,26.74,26.77,26.73,26.75,1760
2026-03-10 12:30:00+00:00,PFE,26.73,26.74,26.7,26.73,1287
2026-03-10 12:30:00+00:00,SPY,675.19,676.59,675.19,676.59,935
2026-03-10 12:30:00+00:00,NVDA,181.91,181.91,181.91,181.91,100
2026-03-10 12:45:00+00:00,GLD,476.68,476.68,476.68,476.68,40
2026-03-10 12:45:00+00:00,PFE,26.74,26.74,26.74,26.74,200
2026-03-10 12:45:00+00:00,NVDA,182.18,182.18,182.09,182.09,269
2026-03-10 13:00:00+00:00,PFE,26.72,26.78,26.71,26.78,2811
2026-03-10 13:00:00+00:00,MSFT,409.67,409.67,409.65,409.65,98
2026-03-10 13:15:00+00:00,SPY,677.42,677.79,677.42,677.79,770
2026-03-10 13:15:00+00:00,GLD,479.03,479.81,479.03,479.81,101
2026-03-10 13:15:00+00:00,PFE,26.73,26.79,26.73,26.78,1010
2026-03-10 13:30:00+00:00,AMZN,214.125,214.55,212.43,213.36,73657
2026-03-10 13:30:00+00:00,JNJ,241.525,242.8,241.01,242.46,15688
2026-03-10 13:30:00+00:00,GLD,479.715,479.715,478.48,478.615,14042
2026-03-10 13:30:00+00:00,XOM,149.15,149.71,147.84,149.53,46366
2026-03-10 13:30:00+00:00,SPY,677.68,678.73,675.96,677.23,64222
2026-03-10 13:30:00+00:00,JPM,289.65,291.78,289.5,289.8,18232
2026-03-10 13:30:00+00:00,NVDA,182.44,183.555,182.02,183.38,223381
2026-03-10 13:30:00+00:00,MSFT,409.895,409.96,404.35,406.11,70091
2026-03-10 13:30:00+00:00,PFE,26.81,26.81,26.53,26.685,69354
2026-03-10 13:30:00+00:00,AAPL,257.695,259.815,256.975,258.91,69536
2026-03-10 13:45:00+00:00,AAPL,258.91,259.0,257.785,258.025,41113
2026-03-10 13:45:00+00:00,XOM,149.57,149.57,147.93,148.18,34145
2026-03-10 13:45:00+00:00,GLD,478.4,479.15,477.41,478.23,13253
2026-03-10 13:45:00+00:00,PFE,26.67,26.67,26.555,26.64,53275
2026-03-10 13:45:00+00:00,JPM,289.85,289.98,287.3,287.79,10410
2026-03-10 13:45:00+00:00,SPY,677.02,677.35,675.51,675.94,34881
2026-03-10 13:45:00+00:00,AMZN,213.24,214.305,213.075,213.53,65425
2026-03-10 13:45:00+00:00,NVDA,183.35,183.865,182.49,182.73,215578
2026-03-10 13:45:00+00:00,JNJ,242.27,242.27,241.665,241.985,10747
2026-03-10 13:45:00+00:00,MSFT,405.91,406.51,404.54,404.95,28893
2026-03-10 14:00:00+00:00,MSFT,404.725,404.84,403.02,404.07,46672
2026-03-10 14:00:00+00:00,JPM,287.92,288.95,287.25,288.17,8830
2026-03-10 14:00:00+00:00,XOM,148.325,149.76,148.315,149.49,26246
2026-03-10 14:00:00+00:00,NVDA,182.75,183.21,182.23,183.2,166023
2026-03-10 14:00:00+00:00,AAPL,257.82,259.27,257.55,259.11,31553
2026-03-10 14:00:00+00:00,SPY,675.95,676.96,674.81,675.64,42850
2026-03-10 14:00:00+00:00,PFE,26.65,26.76,26.615,26.71,92761
2026-03-10 14:00:00+00:00,JNJ,241.94,242.845,241.88,242.415,9421
2026-03-10 14:00:00+00:00,GLD,478.435,478.48,476.58,477.26,10796
2026-03-10 14:00:00+00:00,AMZN,213.605,214.0,212.89,213.28,55740
2026-03-10 14:15:00+00:00,PFE,26.72,26.835,26.715,26.835,25924
2026-03-10 14:15:00+00:00,NVDA,183.095,184.215,182.94,184.045,151279
2026-03-10 14:15:00+00:00,JPM,288.12,289.955,288.07,289.685,6316
2026-03-10 14:15:00+00:00,GLD,477.32,479.1,477.32,478.6,14842
2026-03-10 14:15:00+00:00,AAPL,259.11,260.18,258.62,259.97,43843
2026-03-10 14:15:00+00:00,AMZN,213.19,214.79,212.79,214.045,57141
2026-03-10 14:15:00+00:00,XOM,149.53,149.95,149.47,149.59,28208
2026-03-10 14:15:00+00:00,JNJ,242.665,242.76,242.35,242.6,7596
2026-03-10 14:15:00+00:00,SPY,675.46,678.0,674.845,677.535,48122
2026-03-10 14:15:00+00:00,MSFT,404.05,404.65,402.98,404.38,52107
2026-03-10 14:30:00+00:00,JPM,289.83,291.295,289.83,291.19,8134
2026-03-10 14:30:00+00:00,NVDA,184.025,184.99,184.015,184.86,241641
2026-03-10 14:30:00+00:00,MSFT,404.44,406.05,404.06,405.57,33226
